item_id,base_item_index,template_id,verb_pair,subject_singular,subject_plural,distractor_singular,distractor_plural,condition,subject_number,distractor_number,prompt,singular_verb,plural_verb,correct_verb,wrong_verb,full_sentence_example,subject_token_start,subject_token_end,distractor_token_start,distractor_token_end,final_token_position,prompt_token_length
agr_0038,38,of_in_question,be_present,examiner,examiners,division,divisions,PP,plural,plural,The examiners of the divisions in question,is,are,are,is,The examiners of the divisions in question are responsible for the decision.,1,2,5,5,7,8
agr_0039,39,of_in_question,be_present,member,members,partnership,partnerships,SS,singular,singular,The member of the partnership in question,is,are,is,are,The member of the partnership in question is responsible for the decision.,1,1,4,4,6,7
agr_0039,39,of_in_question,be_present,member,members,partnership,partnerships,SP,singular,plural,The member of the partnerships in question,is,are,is,are,The member of the partnerships in question is responsible for the decision.,1,1,4,4,6,7
agr_0039,39,of_in_question,be_present,member,members,partnership,partnerships,PS,plural,singular,The members of the partnership in question,is,are,are,is,The members of the partnership in question are responsible for the decision.,1,1,4,4,6,7
agr_0039,39,of_in_question,be_present,member,members,partnership,partnerships,PP,plural,plural,The members of the partnerships in question,is,are,are,is,The members of the partnerships in question are responsible for the decision.,1,1,4,4,6,7
agr_0040,40,of_in_question,be_present,coordinator,coordinators,hospital,hospitals,SS,singular,singular,The coordinator of the hospital in question,is,are,is,are,The coordinator of the hospital in question is responsible for the decision.,1,1,4,4,6,7
agr_0040,40,of_in_question,be_present,coordinator,coordinators,hospital,hospitals,SP,singular,plural,The coordinator of the hospitals in question,is,are,is,are,The coordinator of the hospitals in question is responsible for the decision.,1,1,4,4,6,7
agr_0040,40,of_in_question,be_present,coordinator,coordinators,hospital,hospitals,PS,plural,singular,The coordinators of the hospital in question,is,are,are,is,The coordinators of the hospital in question are responsible for the decision.,1,2,5,5,7,8
agr_0040,40,of_in_question,be_present,coordinator,coordinators,hospital,hospitals,PP,plural,plural,The coordinators of the hospitals in question,is,are,are,is,The coordinators of the hospitals in question are responsible for the decision.,1,2,5,5,7,8
agr_0041,41,of_in_question,be_present,leader,leaders,company,companies,SS,singular,singular,The leader of the company in question,is,are,is,are,The leader of the company in question is responsible for the decision.,1,1,4,4,6,7
agr_0041,41,of_in_question,be_present,leader,leaders,company,companies,SP,singular,plural,The leader of the companies in question,is,are,is,are,The leader of the companies in question is responsible for the decision.,1,1,4,4,6,7
agr_0041,41,of_in_question,be_present,leader,leaders,company,companies,PS,plural,singular,The leaders of the company in question,is,are,are,is,The leaders of the company in question are responsible for the decision.,1,1,4,4,6,7
agr_0041,41,of_in_question,be_present,leader,leaders,company,companies,PP,plural,plural,The leaders of the companies in question,is,are,are,is,The leaders of the companies in question are responsible for the decision.,1,1,4,4,6,7
agr_0042,42,of_in_question,be_present,director,directors,organization,organizations,SS,singular,singular,The director of the organization in question,is,are,is,are,The director of the organization in question is responsible for the decision.,1,1,4,4,6,7
agr_0042,42,of_in_question,be_present,director,directors,organization,organizations,SP,singular,plural,The director of the organizations in question,is,are,is,are,The director of the organizations in question is responsible for the decision.,1,1,4,4,6,7
agr_0042,42,of_in_question,be_present,director,directors,organization,organizations,PS,plural,singular,The directors of the organization in question,is,are,are,is,The directors of the organization in question are responsible for the decision.,1,1,4,4,6,7
agr_0042,42,of_in_question,be_present,director,directors,organization,organizations,PP,plural,plural,The directors of the organizations in question,is,are,are,is,The directors of the organizations in question are responsible for the decision.,1,1,4,4,6,7
agr_0043,43,of_in_question,be_present,manager,managers,centre,centres,SS,singular,singular,The manager of the centre in question,is,are,is,are,The manager of the centre in question is responsible for the decision.,1,1,4,4,6,7
agr_0043,43,of_in_question,be_present,manager,managers,centre,centres,SP,singular,plural,The manager of the centres in question,is,are,is,are,The manager of the centres in question is responsible for the decision.,1,1,4,4,6,7
agr_0043,43,of_in_question,be_present,manager,managers,centre,centres,PS,plural,singular,The managers of the centre in question,is,are,are,is,The managers of the centre in question are responsible for the decision.,1,1,4,4,6,7
agr_0043,43,of_in_question,be_present,manager,managers,centre,centres,PP,plural,plural,The managers of the centres in question,is,are,are,is,The managers of the centres in question are responsible for the decision.,1,1,4,4,6,7
agr_0044,44,of_in_question,be_present,doctor,doctors,board,boards,SS,singular,singular,The doctor of the board in question,is,are,is,are,The doctor of the board in question is responsible for the decision.,1,1,4,4,6,7
agr_0044,44,of_in_question,be_present,doctor,doctors,board,boards,SP,singular,plural,The doctor of the boards in question,is,are,is,are,The doctor of the boards in question is responsible for the decision.,1,1,4,4,6,7
agr_0044,44,of_in_question,be_present,doctor,doctors,board,boards,PS,plural,singular,The doctors of the board in question,is,are,are,is,The doctors of the board in question are responsible for the decision.,1,1,4,4,6,7
agr_0044,44,of_in_question,be_present,doctor,doctors,board,boards,PP,plural,plural,The doctors of the boards in question,is,are,are,is,The doctors of the boards in question are responsible for the decision.,1,1,4,4,6,7
agr_0045,45,of_in_question,be_present,student,students,company,companies,SS,singular,singular,The student of the company in question,is,are,is,are,The student of the company in question is responsible for the decision.,1,1,4,4,6,7
agr_0045,45,of_in_question,be_present,student,students,company,companies,SP,singular,plural,The student of the companies in question,is,are,is,are,The student of the companies in question is responsible for the decision.,1,1,4,4,6,7
agr_0045,45,of_in_question,be_present,student,students,company,companies,PS,plural,singular,The students of the company in question,is,are,are,is,The students of the company in question are responsible for the decision.,1,1,4,4,6,7
agr_0045,45,of_in_question,be_present,student,students,company,companies,PP,plural,plural,The students of the companies in question,is,are,are,is,The students of the companies in question are responsible for the decision.,1,1,4,4,6,7
agr_0046,46,of_in_question,be_present,lecturer,lecturers,alliance,alliances,SS,singular,singular,The lecturer of the alliance in question,is,are,is,are,The lecturer of the alliance in question is responsible for the decision.,1,1,4,4,6,7
agr_0046,46,of_in_question,be_present,lecturer,lecturers,alliance,alliances,SP,singular,plural,The lecturer of the alliances in question,is,are,is,are,The lecturer of the alliances in question is responsible for the decision.,1,1,4,4,6,7
agr_0046,46,of_in_question,be_present,lecturer,lecturers,alliance,alliances,PS,plural,singular,The lecturers of the alliance in question,is,are,are,is,The lecturers of the alliance in question are responsible for the decision.,1,2,5,5,7,8
agr_0046,46,of_in_question,be_present,lecturer,lecturers,alliance,alliances,PP,plural,plural,The lecturers of the alliances in question,is,are,are,is,The lecturers of the alliances in question are responsible for the decision.,1,2,5,5,7,8
agr_0047,47,of_in_question,be_present,consultant,consultants,authority,authorities,SS,singular,singular,The consultant of the authority in question,is,are,is,are,The consultant of the authority in question is responsible for the decision.,1,1,4,4,6,7
agr_0047,47,of_in_question,be_present,consultant,consultants,authority,authorities,SP,singular,plural,The consultant of the authorities in question,is,are,is,are,The consultant of the authorities in question is responsible for the decision.,1,1,4,4,6,7
agr_0047,47,of_in_question,be_present,consultant,consultants,authority,authorities,PS,plural,singular,The consultants of the authority in question,is,are,are,is,The consultants of the authority in question are responsible for the decision.,1,1,4,4,6,7
agr_0047,47,of_in_question,be_present,consultant,consultants,authority,authorities,PP,plural,plural,The consultants of the authorities in question,is,are,are,is,The consultants of the authorities in question are responsible for the decision.,1,1,4,4,6,7
agr_0048,48,of_in_question,be_present,researcher,researchers,group,groups,SS,singular,singular,The researcher of the group in question,is,are,is,are,The researcher of the group in question is responsible for the decision.,1,1,4,4,6,7
